,Date,Wins,Losses,Draws,Current lose streak,Current win streak,Average significant strikes landed,Average significant strike %,Average submissions attempted,Average takedowns landed,Average takedown %,Longest win streak,Total rounds fought,Total title bouts,Wins by majority decision,Wins by split decision,Wins by unanimous decision,Wins by KO/TKO,Wins by Submission,Wins by Doctor Stoppage,Age,Stance,Height (cm),Reach (cm),Win ratio,Total fights,location,country
Aaron Phillips,2020-07-15,0,2,0,2,0,1.87,0.59,0.5,0.0,0.0,0,6,0,0,0,0,0,0,0,30,Southpaw,175.26,177.8,0.0,2,"Lafayette, LA USA",USA
Abdul Razak Alhassan,2021-08-28,4,4,0,3,0,3.71,0.48,0.0,0.53,0.28,3,14,0,0,0,0,4,0,0,36,Orthodox,177.8,185.42,0.5,8,"Fort Worth, Texas USA",USA
Abel Trujillo,2017-12-16,6,4,0,1,0,24.4,0.372,0.3,1.4,0.543,3,21,0,0,0,1,3,1,0,34,Orthodox,172.72,177.8,0.6,10,"Boca Raton, Florida USA",USA
Adam Milstead,2018-12-15,1,2,0,2,0,39.0,0.643333333,0.0,0.0,0.0,1,7,0,0,0,0,1,0,0,31,Orthodox,190.5,193.04,0.3333333333333333,3,"Pittsburgh, Pennsylvania USA",USA
Adriano Martins,2017-09-09,4,2,0,1,0,14.5,0.443333333,0.166666667,0.666666667,0.291666667,3,11,0,0,1,0,2,1,0,34,Southpaw,177.8,182.88,0.6666666666666666,6,"Manaus, Amazonas Brazil",Brazil
Aiemann Zahabi,2021-02-20,2,2,0,0,1,2.82,0.4,0.0,0.33,0.16,1,1,0,0,0,0,0,0,0,33,Orthodox,172.72,172.72,0.5,4,"Montreal, Quebec Canada",Canada
Aisling Daly,2015-10-24,1,1,0,1,0,21.5,0.51,1.0,1.5,0.45,1,4,0,0,0,0,0,1,0,27,Switch,157.48,162.56,0.5,2,Dublin Ireland,Ireland
Akbarh Arreola,2015-11-14,1,2,0,1,0,25.33333333,0.44,0.333333333,1.0,0.666666667,1,7,0,0,0,0,0,1,0,32,Southpaw,177.8,180.34,0.3333333333333333,3,"Tijuana, Baja California Mexico",Mexico
Akira Corassani,2015-01-24,3,2,0,2,0,25.8,0.452,0.0,0.4,0.066,3,10,0,0,1,1,0,0,0,32,Orthodox,172.72,172.72,0.6,5,"Brooklyn, New York USA",USA
Al Iaquinta,2019-10-05,9,4,0,1,0,4.06,0.4,0.2,0.64,0.18,5,38,1,0,1,4,4,0,0,32,Orthodox,177.8,177.8,0.6923076923076923,13,"Wantagh, New York USA",USA
Alan Jouban,2019-04-13,7,4,0,0,1,42.81818182,0.542727273,0.0,0.272727273,0.127272727,3,21,0,0,0,3,4,0,0,37,Southpaw,182.88,185.42,0.6363636363636364,11,"Los Angeles, California USA",USA
Alan Patrick,2020-09-12,5,2,0,1,0,1.88,0.43,0.4,3.92,0.4,3,18,0,0,0,4,1,0,0,37,Southpaw,180.34,187.96,0.7142857142857143,7,Rio de Janeiro Brazil,Brazil
Albert Morales,2017-07-16,1,2,0,0,1,51.0,0.333333333,0.0,0.666666667,0.276666667,1,8,0,0,1,0,0,0,0,26,Orthodox,175.26,182.88,0.3333333333333333,3,"Reseda, California USA",USA
Albert Tumenov,2016-10-08,5,2,0,1,0,35.28571429,0.414285714,0.0,0.142857143,0.142857143,5,14,0,0,1,1,3,0,0,24,Orthodox,180.34,185.42,0.7142857142857143,7,"Fairfield, New Jersey USA",USA
Alberto Mina,2018-05-12,3,0,0,0,3,39.66666667,0.466666667,0.0,1.333333333,0.376666667,3,6,0,0,1,0,2,0,0,36,Orthodox,182.88,195.58,1.0,3,Hong Kong China,China
Alejandro Perez,2021-10-02,7,3,1,2,0,3.45,0.35,0.4,0.61,0.23,4,25,0,0,1,3,3,0,0,32,Orthodox,167.64,165.1,0.6363636363636364,11,"San Jose, California USA",USA
Aleksei Oleinik,2021-06-19,8,6,0,2,0,3.55,0.5,2.2,2.16,0.46,2,22,0,0,1,0,1,6,0,43,Orthodox,187.96,203.2,0.5714285714285714,14,Moscow Russia,Russia
Alessandro Ricci,2017-02-19,0,1,0,1,0,28.0,0.46,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Orthodox,180.34,175.26,0.0,1,"Woodbridge, Ontario Canada",Canada
Alessio Di Chirico,2021-08-28,4,5,0,0,1,3.3,0.41,0.0,1.62,0.45,2,22,0,0,2,0,2,0,0,31,Orthodox,182.88,187.96,0.4444444444444444,9,Rome Italy,Italy
Alex Caceres,2020-06-06,10,10,0,0,1,3.98,0.48,0.8,0.53,0.75,4,55,0,0,3,4,1,2,0,31,Southpaw,177.8,185.42,0.5,20,"Miami, Florida USA",USA
Alex Chambers,2015-09-05,1,1,0,0,1,28.0,0.6,1.0,1.5,0.7,1,4,0,0,0,0,0,1,0,36,Switch,160.02,160.02,0.5,2,Sydney Australia,Australia
Alex Garcia,2018-10-27,5,4,0,1,0,20.55555556,0.32,0.111111111,3.111111111,0.465555556,2,22,0,0,1,1,2,1,0,31,Orthodox,175.26,182.88,0.5555555555555556,9,"Montreal, Quebec Canada",Canada
Alex Morono,2021-09-04,8,4,0,0,1,5.14,0.42,0.4,0.38,0.25,3,30,0,0,1,4,2,1,0,31,Orthodox,180.34,182.88,0.6666666666666666,12,"Houston, Texas USA",USA
Alex Nicholson,2017-05-28,1,2,0,1,0,38.66666667,0.446666667,0.0,0.0,0.0,1,6,0,0,0,0,1,0,0,27,Orthodox,193.04,205.74,0.3333333333333333,3,"Orlando, Florida USA",USA
Alex Oliveira,2021-10-02,11,8,0,2,0,2.97,0.51,0.5,2.27,0.37,4,44,0,0,1,3,4,3,0,33,Orthodox,180.34,193.04,0.5789473684210527,19,"Tres Rios, Rio de Janeiro Brazil",Brazil
Alex White,2019-10-26,4,5,0,0,1,3.76,0.42,0.5,0.92,0.28,0,22,0,0,0,2,2,0,0,31,Southpaw,182.88,180.34,0.4444444444444444,9,"Farmington, MO USA",USA
Alexa Grasso,2021-02-13,4,3,0,0,1,5.35,0.42,0.5,0.32,0.4,1,19,0,0,1,3,0,0,0,27,Orthodox,165.1,167.64,0.5714285714285714,7,"Guadalajara, Jalisco Mexico",Mexico
Alexander Gustafsson,2020-07-25,10,6,0,2,0,4.02,0.4,0.4,1.56,0.39,6,42,3,0,0,3,5,2,0,33,Orthodox,195.58,200.66,0.625,16,Stockholm Sweden,Sweden
Alexander Volkanovski,2021-09-25,9,0,0,0,9,6.42,0.56,0.3,1.77,0.34,9,28,2,0,1,5,3,0,0,32,Orthodox,167.64,180.34,1.0,9,"Windang, NSW Australia",Australia
Alexander Volkov,2021-06-26,7,2,0,0,2,4.88,0.59,0.2,0.66,0.7,4,28,0,0,1,2,4,0,0,32,Orthodox,200.66,203.2,0.7777777777777778,9,Moscow Russia,Russia
Alexander Yakovlev,2020-10-24,3,5,0,1,0,1.79,0.47,0.2,1.56,0.33,2,20,0,0,0,1,1,1,0,36,Southpaw,190.5,187.96,0.375,8,"Fairfield, New Jersey USA",USA
Alexandra Albu,2019-02-17,2,0,0,0,2,62.0,0.56,0.5,2.5,0.31,2,5,0,0,0,1,0,1,0,28,Orthodox,157.48,160.02,1.0,2,Moscow Russia,Russia
Alexandre Pantoja,2021-08-21,7,3,0,0,1,4.24,0.48,1.1,1.26,0.38,3,24,0,0,1,2,2,2,0,31,Orthodox,165.1,170.18,0.7,10,Arraial Do Cabo Brazil,Brazil
Alexis Davis,2021-06-12,9,6,0,0,1,4.55,0.47,0.7,0.94,0.42,3,40,1,0,2,5,1,1,0,36,Orthodox,167.64,172.72,0.6,15,"San Jose, California USA",USA
Ali Bagautinov,2016-11-19,4,2,0,0,1,47.83333333,0.436666667,0.333333333,2.833333333,0.355,3,20,1,0,0,3,1,0,0,31,Orthodox,162.56,165.1,0.6666666666666666,6,Russia Republic Russia,Russia
Alistair Overeem,2021-02-06,33,15,0,0,2,3.71,0.64,0.8,1.44,0.56,11,83,1,1,0,4,20,8,0,40,Orthodox,193.04,203.2,0.6875,48,Amsterdam The Netherlands,Netherlands
Aljamain Sterling,2021-03-06,11,3,0,0,5,4.84,0.49,0.9,1.77,0.24,5,36,0,0,0,6,1,4,0,31,Orthodox,170.18,180.34,0.7857142857142857,14,"Uniondale, New York USA",USA
Alptekin Ozkilic,2014-07-16,1,1,0,1,0,43.5,0.27,0.0,6.0,0.82,1,6,0,0,1,0,0,0,0,28,Orthodox,165.1,165.1,0.5,2,"Long Island, NY USA",USA
Alvaro Herrera,2018-07-28,1,2,0,2,0,6.0,0.393333333,0.333333333,0.0,0.0,1,4,0,0,0,0,1,0,0,28,Orthodox,182.88,187.96,0.3333333333333333,3,Guadalajara Mexico,Mexico
Amanda Cooper,2018-11-10,2,3,0,1,0,24.6,0.36,0.8,0.6,0.198,1,8,1,0,0,1,1,0,0,27,Switch,160.02,162.56,0.4,5,"Bath, Michigan USA",USA
Amanda Nunes,2021-03-06,14,2,0,0,11,4.5,0.51,0.9,2.5,0.53,11,37,8,0,1,3,8,2,0,32,Orthodox,172.72,175.26,0.875,16,"Miami, Florida USA",USA
Anderson Silva,2020-10-31,31,10,0,2,0,3.04,0.62,0.8,0.52,0.77,17,91,13,0,0,8,20,3,0,45,Southpaw,187.96,195.58,0.7560975609756098,41,Curitiba Brazil,Brazil
Andre Fili,2020-10-31,9,6,0,0,1,3.9,0.36,0.2,2.71,0.49,2,37,0,0,2,4,3,0,0,30,Orthodox,180.34,187.96,0.6,15,"Sacramento, California USA",USA
Andre Soukhamthath,2019-08-31,2,4,0,1,0,2.77,0.44,0.2,1.25,0.53,1,17,0,0,0,1,1,0,0,30,Orthodox,175.26,177.8,0.3333333333333333,6,,None
Andreas Stahl,2015-12-10,0,1,0,1,0,41.0,0.36,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,180.34,185.42,0.0,1,Umea Sweden,Sweden
Andrei Arlovski,2021-04-17,21,18,0,1,0,3.62,0.44,0.2,0.45,0.36,6,85,5,0,1,7,11,2,0,42,Orthodox,190.5,195.58,0.5384615384615384,39,"Chicago, Illinois USA",USA
Andrew Craig,2014-06-28,3,2,0,1,0,33.8,0.49,0.0,0.6,0.232,2,13,0,0,1,1,1,0,0,28,Orthodox,185.42,193.04,0.6,5,"Houston, TX USA",USA
Andrew Holbrook,2017-09-02,2,2,0,1,0,14.0,0.5425,1.25,0.5,0.25,1,8,0,0,2,0,0,0,0,31,Southpaw,180.34,177.8,0.5,4,"Indianapolis, Indiana USA",USA
Andrew Sanchez,2021-01-23,5,3,0,0,1,4.57,0.44,0.0,2.16,0.32,2,22,0,0,0,4,1,0,0,32,Orthodox,185.42,187.96,0.625,8,"Fairfield, New Jersey USA",USA
Andy Enz,2015-01-31,0,2,0,2,0,55.5,0.24,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,23,Orthodox,190.5,198.12,0.0,2,"Anchorage, Alaska USA",USA
Andy Ogle,2014-05-31,1,3,0,2,0,29.75,0.47,0.0,1.5,0.48,1,12,0,0,0,1,0,0,0,25,Orthodox,172.72,175.26,0.25,4,Newcastle England,England
Angela Hill,2021-08-07,8,9,0,0,1,5.71,0.5,0.1,0.54,0.34,3,48,0,0,0,6,2,0,0,36,Orthodox,160.02,162.56,0.47058823529411764,17,"San Diego, California USA",USA
Angela Magana,2017-12-02,0,2,0,2,0,22.5,0.29,0.5,0.5,0.5,0,6,0,0,0,0,0,0,0,34,Orthodox,154.94,165.1,0.0,2,Phuket Thailand,Thailand
Anna Elmose,2016-11-19,0,1,0,1,0,6.0,0.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,160.02,165.1,0.0,1,Copenhagen Denmark,Denmark
Anthony Birchak,2021-04-17,2,3,0,1,0,3.93,0.36,0.5,0.48,0.14,1,7,0,0,1,0,1,0,0,34,Orthodox,172.72,175.26,0.4,5,"Tucson, Arizona USA",USA
Anthony Hamilton,2017-09-16,3,5,0,2,0,26.75,0.49375,0.0,1.125,0.26,1,13,0,0,0,1,2,0,0,37,Orthodox,195.58,193.04,0.375,8,"Albuquerque, New Mexico USA",USA
Anthony Johnson,2017-04-08,13,5,0,0,3,19.94444444,0.506111111,0.277777778,1.0,0.271111111,3,31,1,0,0,2,11,0,0,33,Orthodox,187.96,198.12,0.7222222222222222,18,"Boca Raton, Florida USA",USA
Anthony Lapsley,2014-05-10,0,1,0,1,0,8.0,0.42,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Southpaw,175.26,180.34,0.0,1,"Indianapolis, IN USA",USA
Anthony Njokuani,2014-10-04,3,4,0,1,0,55.28571429,0.438571429,0.142857143,0.428571429,0.237142857,1,20,0,0,0,2,1,0,0,34,Orthodox,185.42,190.5,0.42857142857142855,7,"Las Vegas, Nevada USA",USA
Anthony Perosh,2015-11-14,5,6,0,1,0,13.18181818,0.443636364,0.454545455,0.818181818,0.168181818,3,17,0,0,0,0,2,3,0,43,Orthodox,190.5,190.5,0.45454545454545453,11,Sydney Australia,Australia
Anthony Pettis,2020-12-19,16,10,0,0,2,3.05,0.47,1.1,0.61,0.5,5,2,4,0,0,0,0,0,0,33,Orthodox,177.8,182.88,0.6153846153846154,26,"Milwaukee, Wisconsin USA",USA
Anthony Smith,2021-09-18,12,8,0,0,2,3.03,0.47,0.8,0.46,0.28,3,47,1,0,0,1,7,4,0,33,Orthodox,193.04,193.04,0.6,20,"Omaha, Nebraska USA",USA
Anton Zafir,2016-07-08,0,1,0,1,0,17.0,0.68,0.0,1.0,0.33,0,1,0,0,0,0,0,0,0,29,Orthodox,180.34,182.88,0.0,1,"Cannonvale, Queensland Australia",Australia
Antonio Braga Neto,2017-12-09,1,1,0,1,0,11.0,0.45,0.5,2.0,0.35,1,4,0,0,0,0,0,1,0,30,Orthodox,190.5,195.58,0.5,2,Rio de Janeiro Brazil,Brazil
Antonio Carlos Junior,2021-01-23,7,4,0,2,0,1.91,0.44,0.9,3.7,0.44,5,29,0,0,0,2,0,5,0,30,Orthodox,187.96,200.66,0.6363636363636364,11,"Coconut Creek, Florida USA",USA
Antonio Dos Santos,2015-06-20,0,1,0,1,0,37.0,0.5,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,26,Orthodox,177.8,182.88,0.0,1,"Salvador, Bahia Brazil",Brazil
Antonio Silva,2016-09-24,3,7,0,2,0,16.7,0.441,0.0,0.0,0.0,2,17,1,0,0,0,3,0,0,37,Orthodox,193.04,203.2,0.3,10,"Coconut Creek, Florida USA",USA
Arnold Allen,2021-04-10,7,0,0,0,7,2.96,0.4,0.4,1.44,0.5,7,21,0,0,1,4,0,2,0,27,Southpaw,172.72,177.8,1.0,7,"Trimley St. Martin, Suffolk England",England
Artem Lobov,2018-10-27,2,4,0,2,0,56.33333333,0.376666667,0.0,0.5,0.208333333,2,20,1,0,0,2,0,0,0,32,Southpaw,175.26,165.1,0.3333333333333333,6,Dublin Ireland,Ireland
Ashlee Evans-Smith,2020-11-28,3,4,0,1,0,4.86,0.35,0.0,1.3,0.25,2,17,0,0,1,1,1,0,0,33,Orthodox,172.72,170.18,0.42857142857142855,7,"Laguna Hills, California USA",USA
Ashley Yoder,2021-07-31,3,6,0,1,0,3.08,0.39,0.6,1.2,0.3,2,27,0,0,1,2,0,0,0,33,Southpaw,170.18,175.26,0.3333333333333333,9,"Temecula, California USA",USA
Augusto Mendes,2017-04-15,1,1,0,0,1,26.5,0.33,0.0,2.0,0.22,1,4,0,0,1,0,0,0,0,34,Orthodox,167.64,165.1,0.5,2,"Glendale, Arizona USA",USA
Augusto Montano,2016-09-17,1,1,0,1,0,25.5,0.475,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,31,Orthodox,185.42,185.42,0.5,2,"Mexico City, Distrito Federak Mexico",Mexico
BJ Penn,2019-05-11,12,14,0,7,0,35.96153846,0.528461538,0.461538462,1.0,0.316153846,3,74,11,0,0,1,6,4,1,40,Orthodox,175.26,177.8,0.46153846153846156,26,"Hilo, Hawaii USA",USA
Bartosz Fabinski,2021-04-17,3,2,0,2,0,2.23,0.68,0.0,7.1,0.7,3,11,0,0,0,3,0,0,0,34,Orthodox,182.88,190.5,0.6,5,Warsaw Poland,Poland
Bec Rawlings,2018-04-07,2,4,0,3,0,48.33333333,0.435,0.333333333,0.666666667,0.248333333,2,15,0,0,0,1,0,1,0,29,Orthodox,167.64,162.56,0.3333333333333333,6,Brisbane Australia,Australia
Belal Muhammad,2021-06-12,9,3,0,0,4,4.61,0.42,0.2,1.8,0.28,4,36,0,0,1,6,1,1,0,32,Orthodox,180.34,182.88,0.75,12,"Chicago, Illinois USA",USA
Ben Nguyen,2018-12-01,4,2,0,1,0,28.5,0.451666667,0.666666667,0.166666667,0.166666667,2,11,0,0,0,1,1,2,0,30,Switch,165.1,165.1,0.6666666666666666,6,Brisbane Australia,Australia
Ben Rothwell,2020-10-10,15,7,0,0,2,3.37,0.43,0.3,0.68,0.33,6,48,0,0,2,2,9,2,0,38,Orthodox,193.04,198.12,0.6818181818181818,22,"Kenosha, Wisconsin USA",USA
Ben Saunders,2018-11-03,9,7,0,1,0,26.0,0.541875,0.5625,0.125,0.125,3,32,0,0,1,2,3,3,0,35,Orthodox,187.96,195.58,0.5625,16,"Orlando, Florida USA",USA
Ben Wall,2014-05-10,0,1,0,1,0,1.0,0.33,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,25,Orthodox,177.8,185.42,0.0,1,"Brisbane, Queensland Australia",Australia
Beneil Dariush,2021-05-15,14,4,1,0,6,3.8,0.49,1.0,2.11,0.34,6,39,0,0,2,4,3,5,0,32,Southpaw,177.8,182.88,0.7368421052631579,19,"Yorba Linda, California USA",USA
Benson Henderson,2015-11-28,10,3,0,0,1,56.92307692,0.456153846,0.769230769,2.230769231,0.432307692,7,47,5,0,3,5,0,2,0,32,Southpaw,175.26,177.8,0.7692307692307693,13,"Glendale, Arizona USA",USA
Bethe Correia,2021-10-02,5,5,1,1,0,4.37,0.43,0.0,0.39,0.18,3,30,1,0,2,2,1,0,0,38,Orthodox,165.1,162.56,0.45454545454545453,11,"Campina Grande, Paraiba Brazil",Brazil
Bobby Green,2021-08-07,12,8,1,1,0,5.45,0.51,0.3,1.46,0.39,8,56,0,0,2,6,1,3,0,34,Orthodox,177.8,180.34,0.5714285714285714,21,"Fontana, California USA",USA
Bobby Nash,2017-07-16,0,1,0,1,0,39.0,0.36,2.0,1.0,0.25,0,2,0,0,0,0,0,0,0,27,Orthodox,182.88,187.96,0.0,1,"Detroit , Michigan USA",USA
Bobby Voelker,2014-06-07,0,3,0,3,0,51.33333333,0.316666667,0.0,1.333333333,0.266666667,0,8,0,0,0,0,0,0,0,35,Orthodox,182.88,190.5,0.0,3,"Kansas City, MO USA",USA
Bojan Mihajlovic,2017-01-15,0,1,0,1,0,3.0,0.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,36,Orthodox,180.34,185.42,0.0,1,Odzaci Serbia,Serbia
Bojan Velickovic,2017-11-18,2,3,0,1,0,34.2,0.338,0.4,0.6,0.19,1,15,0,0,0,1,1,0,0,28,Southpaw,182.88,193.04,0.4,5,"Denver, Colorado USA",USA
Brad Pickett,2017-03-18,5,8,0,2,0,31.84615385,0.305384615,0.153846154,1.461538462,0.360769231,2,30,0,0,2,1,1,1,0,38,Orthodox,167.64,172.72,0.38461538461538464,13,East London England,England
Brad Tavares,2021-07-10,13,6,0,0,1,3.18,0.42,0.0,0.91,0.27,5,52,0,0,2,9,2,0,0,33,Orthodox,185.42,187.96,0.6842105263157895,19,"Las Vegas, Nevada USA",USA
Bradley Scott,2017-08-05,3,3,0,0,1,44.83333333,0.473333333,0.5,0.333333333,0.075,1,15,1,0,1,0,0,2,0,28,Orthodox,185.42,193.04,0.5,6,Melksham England,England
Brandon Moreno,2021-06-12,6,2,2,0,3,3.44,0.39,0.8,2.05,0.47,3,29,1,0,1,2,1,2,0,27,Orthodox,170.18,177.8,0.6,10,Tijuana Mexico,Mexico
Brandon Thatch,2016-03-05,2,2,0,2,0,20.25,0.485,0.0,0.75,0.415,2,7,0,0,0,0,2,0,0,30,Switch,187.96,187.96,0.5,4,"Denver, Colorado USA",USA
Brendan O'Reilly,2016-12-03,1,2,0,1,0,21.66666667,0.42,0.333333333,2.333333333,0.533333333,1,7,0,0,0,1,0,0,0,29,Orthodox,170.18,175.26,0.3333333333333333,3,Brisbane Australia,Australia
Brendan Schaub,2014-12-06,6,4,0,1,0,22.2,0.465,0.2,1.1,0.232,4,18,1,0,0,2,3,1,0,31,Orthodox,193.04,198.12,0.6,10,"Los Angeles, California USA",USA
Brett Johns,2020-07-18,4,2,0,0,1,3.3,0.48,1.0,4.29,0.52,3,16,0,0,0,2,0,2,0,28,Orthodox,170.18,180.34,0.6666666666666666,6,Swansea Wales,Wales
Brian Camozzi,2017-07-08,0,1,0,1,0,11.0,0.31,1.0,0.0,0.0,0,2,0,0,0,0,0,0,0,26,Orthodox,187.96,198.12,0.0,1,"Englewood, California USA",USA
Brian Ebersole,2015-06-06,5,2,0,0,1,34.14285714,0.545714286,0.142857143,1.428571429,0.188571429,4,19,0,0,2,2,1,0,0,34,Southpaw,182.88,185.42,0.7142857142857143,7,"Chicago, Illinois USA",USA
Brian Houston,2014-01-15,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,187.96,198.12,0.0,1,"Omaha, NE USA",USA
Brian Ortega,2021-09-25,7,1,0,0,1,4.15,0.38,1.2,0.87,0.24,6,25,1,0,0,1,3,3,0,30,Switch,172.72,175.26,0.875,8,"Los Angeles, California USA",USA
Brock Lesnar,2010-10-23,4,1,0,0,4,29.4,0.74,0.4,2.0,0.716,4,10,3,0,0,1,2,1,0,33,Orthodox,190.5,205.74,0.8,5,"Regina, Saskatchewan Canada",Canada
Bruno Santos,2014-10-04,1,1,0,0,1,18.5,0.495,0.5,2.5,0.37,1,6,0,0,1,0,0,0,0,27,Orthodox,175.26,175.26,0.5,2,Bahia Brazil,Brazil
Bryan Barberena,2021-07-31,6,5,0,0,1,5.26,0.48,0.4,0.21,0.25,2,28,0,0,0,2,3,1,0,32,Southpaw,182.88,182.88,0.5454545454545454,11,"Glendale, Arizona USA",USA
Bryan Caraway,2018-11-30,6,3,0,1,0,32.11111111,0.325555556,0.666666667,2.111111111,0.355555556,2,25,0,0,1,1,0,4,0,34,Orthodox,172.72,172.72,0.6666666666666666,9,"Las Vegas, NV USA",USA
Bubba McDaniel,2013-08-28,1,0,0,0,1,35.0,0.64,3.0,0.0,0.0,1,3,0,0,0,0,0,1,0,30,Southpaw,190.5,190.5,1.0,1,"Wichita Falls, TX USA",USA
CB Dollaway,2018-03-03,10,8,0,0,1,23.27777778,0.452222222,0.555555556,2.055555556,0.444444444,3,36,1,0,1,5,2,2,0,34,Orthodox,187.96,193.04,0.5555555555555556,18,"Tempe, Arizona USA",USA
CM Punk,2018-06-09,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,39,Orthodox,185.42,185.42,0.0,1,"Chicago, Illinois USA",USA
Cain Carrizosa,2015-03-21,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,172.72,187.96,0.0,1,"Visalia, California USA",USA
Cain Velasquez,2019-02-17,12,2,0,0,1,51.28571429,0.592857143,0.214285714,2.428571429,0.432857143,7,28,6,0,0,2,10,0,0,36,Orthodox,185.42,195.58,0.8571428571428571,14,"San Jose, California USA",USA
Caio Magalhaes,2016-09-10,4,2,0,1,0,17.16666667,0.485,0.833333333,0.5,0.105,4,11,0,0,0,1,2,1,0,28,Orthodox,185.42,185.42,0.6666666666666666,6,"Fortaleza, Ceara Brazil",Brazil
Carla Esparza,2021-05-22,8,4,0,0,4,2.34,0.43,0.3,3.53,0.37,4,35,2,1,2,4,0,1,0,33,Orthodox,154.94,160.02,0.6666666666666666,12,"Irvine, California USA",USA
Carlos Condit,2021-07-10,14,10,0,0,2,3.66,0.39,1.0,0.59,0.46,5,63,3,0,1,3,6,4,0,37,Orthodox,187.96,190.5,0.5833333333333334,24,"Albuquerque, New Mexico USA",USA
Cat Zingano,2018-12-29,3,3,0,0,1,29.66666667,0.513333333,0.666666667,2.166666667,0.558333333,2,16,1,0,0,1,2,0,0,36,Southpaw,167.64,172.72,0.5,6,"Denver, Colorado USA",USA
Cathal Pendred,2015-10-24,4,1,0,1,0,35.4,0.43,0.4,2.4,0.246,4,14,0,0,1,2,0,1,0,28,Orthodox,185.42,190.5,0.8,5,Dublin Ireland,Ireland
Cesar Arzamendia,2016-07-30,0,1,0,1,0,16.0,0.34,0.0,3.0,0.75,0,1,0,0,0,0,0,0,0,25,Orthodox,180.34,180.34,0.0,1,Asuncion Paraguay,Paraguay
Cezar Ferreira,2019-07-13,9,5,0,1,0,1.9,0.42,0.5,2.69,0.53,3,31,0,0,2,4,0,3,0,34,Southpaw,185.42,198.12,0.6428571428571429,14,"Miami, Florida USA",USA
Chad Laprise,2018-12-08,6,3,0,1,0,44.66666667,0.442222222,0.0,0.666666667,0.285555556,3,19,1,0,1,2,3,0,0,32,Orthodox,177.8,180.34,0.6666666666666666,9,"Chatham, Ontario Canada",Canada
Chad Mendes,2018-12-29,9,4,0,0,1,27.15384615,0.577692308,0.153846154,1.846153846,0.260769231,5,26,3,0,0,3,6,0,0,33,Orthodox,167.64,167.64,0.6923076923076923,13,"Sacramento, California USA",USA
Chan Sung Jung,2021-06-19,6,5,0,1,0,4.07,0.43,0.7,0.82,0.47,3,29,1,0,0,0,4,2,0,34,Orthodox,170.18,182.88,0.5454545454545454,11,Seoul South Korea,Korea
Charles Oliveira,2021-05-15,18,8,0,0,8,3.26,0.52,2.7,2.64,0.44,8,51,0,0,0,2,2,14,0,31,Orthodox,177.8,187.96,0.6923076923076923,26,"Houston , Texas USA",USA
Charles Rosa,2021-06-26,4,5,0,1,0,3.11,0.37,1.0,1.76,0.32,1,25,0,0,1,1,0,2,0,34,Switch,175.26,175.26,0.4444444444444444,9,"Coconut Creek, Florida USA",USA
Charlie Brenneman,2014-11-08,4,6,0,4,0,12.5,0.488,0.0,2.1,0.309,2,20,0,0,0,4,0,0,0,33,Orthodox,177.8,182.88,0.4,10,"Whippany, NJ USA",USA
Chas Skelly,2019-09-14,6,4,0,2,0,2.02,0.4,2.4,1.71,0.34,4,22,0,0,0,1,1,4,0,34,Orthodox,180.34,182.88,0.6,10,"Arlington, Texas USA",USA
Chase Sherman,2021-08-21,3,6,0,1,0,6.24,0.45,0.0,0.0,0.0,2,22,0,0,0,1,2,0,0,31,Orthodox,193.04,198.12,0.3333333333333333,9,"D'Iberville, Mississippi USA",USA
Chico Camus,2015-09-26,3,4,0,1,0,34.14285714,0.461428571,0.428571429,0.857142857,0.355714286,1,21,0,0,1,2,0,0,0,30,Orthodox,167.64,167.64,0.42857142857142855,7,"Milwaukee, Wisconsin USA",USA
Chris Avila,2016-11-05,0,1,0,1,0,42.0,0.32,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,23,Orthodox,177.8,182.88,0.0,1,"Stockton, California USA",USA
Chris Beal,2016-06-18,2,2,0,2,0,37.5,0.3575,0.25,1.75,0.4375,2,11,0,0,0,1,1,0,0,30,Orthodox,170.18,175.26,0.5,4,"Ventura, California USA",USA
Chris Camozzi,2017-05-28,9,9,0,2,0,43.88888889,0.487222222,0.333333333,0.222222222,0.097222222,4,46,0,0,2,4,1,1,1,30,Orthodox,187.96,193.04,0.5,18,"Lakewood, Colorado USA",USA
Chris Cariaso,2015-10-03,7,5,0,2,0,46.16666667,0.418333333,0.5,0.833333333,0.325833333,3,34,1,0,2,4,1,0,0,34,Southpaw,160.02,160.02,0.5833333333333334,12,"Tucson, Arizona USA",USA
